ID,Zone,Woreda,Kebele,Forest name,Area in hec.,X,Y,Remark,Latitude,Longitude
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348431.0,969984.0,, 8.77255° N, 37.62200° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348414.0,969973.0,, 8.77245° N, 37.62185° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348401.0,969977.0,, 8.77248° N, 37.62173° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348385.0,969960.0,, 8.77233° N, 37.62158° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348381.0,969930.0,, 8.77206° N, 37.62155° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348364.0,969906.0,, 8.77184° N, 37.62139° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348351.0,969886.0,, 8.77166° N, 37.62128° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348322.0,969867.0,, 8.77149° N, 37.62101° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348298.0,969859.0,, 8.77141° N, 37.62079° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348282.0,969816.0,, 8.77102° N, 37.62065° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348270.0,969743.0,, 8.77036° N, 37.62054° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348243.0,969714.0,, 8.77010° N, 37.62030° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348215.0,969609.0,, 8.76915° N, 37.62005° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348201.0,969543.0,, 8.76855° N, 37.61992° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348236.0,969521.0,, 8.76836° N, 37.62024° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348281.0,969404.0,, 8.76730° N, 37.62066° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348328.0,969316.0,, 8.76651° N, 37.62109° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348343.0,969269.0,, 8.76608° N, 37.62122° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348496.0,969270.0,, 8.76609° N, 37.62261° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348611.0,969231.0,, 8.76575° N, 37.62366° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348443.0,969087.0,, 8.76444° N, 37.62214° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348368.0,969096.0,, 8.76452° N, 37.62146° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348335.0,969061.0,, 8.76420° N, 37.62116° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348281.0,969052.0,, 8.76412° N, 37.62067° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348228.0,969100.0,, 8.76455° N, 37.62018° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348222.0,969189.0,, 8.76535° N, 37.62013° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348188.0,969223.0,, 8.76566° N, 37.61982° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348173.0,969282.0,, 8.76619° N, 37.61968° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348210.0,969314.0,, 8.76648° N, 37.62001° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348220.0,969297.0,, 8.76633° N, 37.62010° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348249.0,969315.0,, 8.76649° N, 37.62037° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348197.0,969398.0,, 8.76724° N, 37.61989° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348178.0,969405.0,, 8.76730° N, 37.61972° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348166.0,969430.0,, 8.76753° N, 37.61961° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348173.0,969443.0,, 8.76765° N, 37.61967° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348169.0,969452.0,, 8.76773° N, 37.61964° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348157.0,969451.0,, 8.76772° N, 37.61953° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348110.0,969563.0,, 8.76873° N, 37.61910° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348095.0,969628.0,, 8.76932° N, 37.61896° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348110.0,969647.0,, 8.76949° N, 37.61909° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348104.0,969665.0,, 8.76965° N, 37.61904° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348130.0,969732.0,, 8.77026° N, 37.61927° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348116.0,969747.0,, 8.77040° N, 37.61914° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348120.0,969768.0,, 8.77059° N, 37.61918° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348161.0,969768.0,, 8.77059° N, 37.61955° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348168.0,969815.0,, 8.77101° N, 37.61961° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348184.0,969814.0,, 8.77100° N, 37.61976° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348190.0,969827.0,, 8.77112° N, 37.61981° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348177.0,969840.0,, 8.77124° N, 37.61970° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348186.0,969851.0,, 8.77134° N, 37.61978° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348173.0,969867.0,, 8.77148° N, 37.61966° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348253.0,969956.0,, 8.77229° N, 37.62038° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348269.0,969952.0,, 8.77225° N, 37.62053° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348284.0,969972.0,, 8.77244° N, 37.62066° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348280.0,969989.0,, 8.77259° N, 37.62063° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348314.0,960037.0,, 8.68260° N, 37.62127° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348365.0,960080.0,, 8.68299° N, 37.62173° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348373.0,960103.0,, 8.68320° N, 37.62180° E
